Source,File_Name,Loudness_LUFS
data3_audio,PD_I2_0117.wav,-35.91708750105808
data3_audio,PD_I2_0115.wav,-28.34380164802853
data3_audio,PD_O1_0043.wav,-32.67766860812075
data3_audio,PD_O1_0109.wav,-28.51526375795119
data3_audio,PD_O1_0117.wav,-33.04927388626314
data3_audio,PD_O2_0040.wav,-33.57787658030718
data3_audio,PD_O2_0109.wav,-31.715005719074046
data3_audio,PD_O2_0115.wav,-30.444659371156842
data3_audio,PD_O3_0009.wav,-24.51628172325971
data3_audio,PD_O2_0117.wav,-34.08791726487744
data3_audio,PD_U1_0020.wav,-41.97480659930378
data3_audio,PD_U2_0117.wav,-34.35859053629436
data3_audio,PD_U1_0109.wav,-27.97768973255486
data3_audio,HC_A1_0053.wav,-45.66710171722971
data3_audio,HC_A1_0049.wav,-38.22941917389782
data3_audio,HC_A1_0051.wav,-35.26773669027921
data3_audio,HC_A1_0034.wav,-32.8000107302984
data3_audio,HC_A1_0036.wav,-34.104128826492385
data3_audio,HC_A1_0045.wav,-44.02708419811441
data3_audio,PD_U2_0109.wav,-27.974397932572703
data3_audio,HC_A1_0048.wav,-34.30312858367247
data3_audio,HC_A1_0074.wav,-37.8208302123586
data3_audio,HC_A1_0054.wav,-37.070625072252106
data3_audio,HC_A1_0083.wav,-40.04957810238763
data3_audio,HC_A1_0055.wav,-36.55014753058937
data3_audio,HC_A1_0064.wav,-38.09854335802456
data3_audio,HC_A1_0112.wav,-43.32628456522168
data3_audio,HC_A1_0081.wav,-36.14416604851425
data3_audio,HC_A1_0076.wav,-33.799884372695274
data3_audio,HC_A1_0056.wav,-33.73805422868825
data3_audio,HC_A1_0073.wav,-31.49497175092184
data3_audio,HC_A1_0071.wav,-33.78227491117912
data3_audio,HC_A1_0082.wav,-30.132413503833927
data3_audio,HC_A1_0086.wav,-36.59301263777269
data3_audio,HC_A1_0072.wav,-29.392130464586373
data3_audio,HC_A1_0061.wav,-27.46212237685767
data3_audio,HC_A1_0075.wav,-29.597853503947082
data3_audio,HC_A1_0060.wav,-27.34504959024062
data3_audio,HC_A1_0116.wav,-44.42138430066117
data3_audio,HC_A1_0085.wav,-27.919365221053535
data3_audio,HC_A1_0062.wav,-41.31028842911425
data3_audio,HC_A1_0065.wav,-35.45848111726173
data3_audio,HC_A1_0105.wav,-35.2484364511714
data3_audio,HC_A1_0052.wav,-33.12332929453569
data3_audio,HC_A1_0139.wav,-23.492878726242957
data3_audio,HC_A1_0129.wav,-21.04397991250166
data3_audio,HC_A1_0134.wav,-25.731160339013417
data3_audio,HC_A1_0141.wav,-27.781344929372228
data3_audio,HC_A1_0135.wav,-36.16315874395615
data3_audio,HC_A1_0121.wav,-42.041736548360646
data3_audio,HC_A1_0140.wav,-32.5808879052702
data3_audio,HC_A1_0120.wav,-41.44839007812256
data3_audio,HC_A1_0118.wav,-40.018332194625195
data3_audio,HC_A1_0138.wav,-31.589564591114435
data3_audio,HC_A2_0051.wav,-35.56342454922313
data3_audio,HC_A2_0055.wav,-38.27291318168405
data3_audio,HC_A2_0080.wav,-30.836562043894894
data3_audio,HC_A1_0145.wav,-30.902350550800175
data3_audio,HC_A2_0048.wav,-27.767565457092754
data3_audio,HC_A2_0034.wav,-32.19030486464256
data3_audio,HC_A2_0071.wav,-37.78926137487019
data3_audio,HC_A1_0144.wav,-34.85983620041886
data3_audio,HC_A2_0060.wav,-28.51637996874717
data3_audio,HC_A2_0083.wav,-35.094285179957794
data3_audio,HC_A2_0085.wav,-26.719209203606137
data3_audio,HC_A2_0049.wav,-35.862541536995785
data3_audio,HC_A2_0061.wav,-25.47758660395886
data3_audio,HC_A1_0143.wav,-41.452852622104785
data3_audio,HC_A2_0086.wav,-39.13533125048225
data3_audio,HC_A2_0073.wav,-27.8691792874348
data3_audio,HC_A2_0045.wav,-44.33802154788688
data3_audio,HC_A2_0053.wav,-43.17997590061498
data3_audio,HC_A2_0074.wav,-35.10300066515178
data3_audio,HC_A2_0076.wav,-32.15005322818445
data3_audio,HC_A2_0062.wav,-36.50456875651596
data3_audio,HC_A2_0081.wav,-35.3327076606309
data3_audio,HC_A2_0054.wav,-40.559796093788435
data3_audio,HC_A2_0052.wav,-33.51842472369464
data3_audio,HC_A2_0075.wav,-31.738192032361123
data3_audio,HC_A2_0063.wav,-38.14523321865816
data3_audio,HC_A2_0112.wav,-44.74688664367017
data3_audio,HC_A2_0120.wav,-40.362404523190406
data3_audio,HC_A2_0118.wav,-34.441175349871415
data3_audio,HC_A3_0034.wav,-33.5834736425807
data3_audio,HC_A2_0105.wav,-35.487756269032175
data3_audio,HC_A3_0129.wav,-25.612643147262915
data3_audio,HC_A2_0121.wav,-42.052055664491064
data3_audio,HC_A2_0116.wav,-40.15742711614831
data3_audio,HC_A2_0143.wav,-34.21424785086121
data3_audio,HC_A3_0141.wav,-26.50727680471929
data3_audio,HC_A2_0137.wav,-32.15933305199298
data3_audio,HC_E1_0112.wav,-41.881194429766545
data3_audio,HC_E1_0116.wav,-39.33648983319065
data3_audio,HC_E1_0105.wav,-34.91827241117776
data3_audio,HC_E1_0129.wav,-21.778710524647853
data3_audio,HC_E2_0053.wav,-45.54393227724683
data3_audio,HC_E1_0143.wav,-34.896747164420816
data3_audio,HC_E1_0120.wav,-40.23782200204328
data3_audio,HC_E2_0060.wav,-27.503667090996153
data3_audio,HC_E1_0134.wav,-26.60405559148676
data3_audio,HC_E1_0144.wav,-30.314538719202215
data3_audio,HC_E1_0118.wav,-37.79064385558545
data3_audio,HC_E1_0140.wav,-34.31904788210429
data3_audio,HC_E2_0049.wav,-37.95512532030889
data3_audio,HC_E1_0141.wav,-23.791626210471588
data3_audio,HC_E2_0055.wav,-38.26621209040903
data3_audio,HC_E1_0139.wav,-20.155962225389
data3_audio,HC_E2_0048.wav,-30.90295407969326
data3_audio,HC_E1_0121.wav,-41.47152532867587
data3_audio,HC_E2_0051.wav,-37.917664088147944
data3_audio,HC_E2_0054.wav,-40.13346392154909
data3_audio,HC_E2_0052.wav,-35.83538345714594
data3_audio,HC_E1_0131.wav,-13.192085218010993
data3_audio,HC_E2_0045.wav,-44.48465514622911
data3_audio,HC_E1_0145.wav,-32.59158587101011
data3_audio,HC_E2_0083.wav,-37.086876482602456
data3_audio,HC_E2_0075.wav,-29.099740518204708
data3_audio,HC_E2_0082.wav,-24.948621153454603
data3_audio,HC_E2_0086.wav,-36.93037843995234
data3_audio,HC_E2_0087.wav,-41.29505954058483
data3_audio,HC_E2_0081.wav,-33.05093663199006
data3_audio,HC_E2_0064.wav,-34.194479970860954
data3_audio,HC_E2_0065.wav,-36.580473266240375
data3_audio,HC_E2_0062.wav,-34.323379210899944
data3_audio,HC_E2_0076.wav,-28.673633184599982
data3_audio,HC_E2_0080.wav,-29.74961799733808
data3_audio,HC_E2_0063.wav,-37.01030562183472
data3_audio,HC_E2_0061.wav,-25.934822745383155
data3_audio,HC_E2_0072.wav,-30.323818460851598
data3_audio,HC_E2_0071.wav,-35.2664118997649
data3_audio,HC_E2_0073.wav,-26.45781345388488
data3_audio,HC_E2_0074.wav,-35.72785927718268
data3_audio,HC_E2_0085.wav,-27.831120625682683
data3_audio,HC_E2_0131.wav,-13.473913930114731
data3_audio,HC_E3_0034.wav,-9.691168008970871
data3_audio,HC_E2_0120.wav,-38.75155591345415
data3_audio,HC_E2_0105.wav,-37.39341699643407
data3_audio,HC_E2_0129.wav,-24.355872290390135
data3_audio,HC_E2_0137.wav,-30.675740040941402
data3_audio,HC_E2_0144.wav,-35.417420011751915
data3_audio,HC_E2_0118.wav,-32.30042130745463
data3_audio,HC_E2_0121.wav,-42.08368425477983
data3_audio,HC_E3_0131.wav,-18.127839215855
data3_audio,HC_E2_0116.wav,-38.34744179426972
data3_audio,HC_E2_0112.wav,-40.66464115746778
data3_audio,HC_I1_0063.wav,-36.76985023481327
data3_audio,HC_I1_0060.wav,-28.467878927992903
data3_audio,HC_I1_0054.wav,-35.038661763464134
data3_audio,HC_I1_0048.wav,-32.19643908896455
data3_audio,HC_I1_0052.wav,-37.289379010857736
data3_audio,HC_I1_0056.wav,-33.64284142766326
data3_audio,HC_I1_0053.wav,-44.2590604553317
data3_audio,HC_I1_0061.wav,-30.663294918000513
data3_audio,HC_I1_0064.wav,-37.44318207879786
data3_audio,HC_I1_0055.wav,-39.18105221413363
data3_audio,HC_I1_0051.wav,-37.617188353441186
data3_audio,HC_I1_0049.wav,-37.16909021034914
data3_audio,HC_I1_0062.wav,-39.57172678163613
data3_audio,HC_I1_0034.wav,-29.657174303890322
data3_audio,HC_I1_0045.wav,-45.95259062424206
data3_audio,HC_I1_0121.wav,-43.24673715513745
data3_audio,HC_I1_0081.wav,-33.92327672170039
data3_audio,HC_I1_0120.wav,-39.61823293906915
data3_audio,HC_I1_0076.wav,-36.14359307455505
data3_audio,HC_I1_0122.wav,-38.14005111555614
data3_audio,HC_I1_0080.wav,-30.499047004608162
data3_audio,HC_I1_0073.wav,-28.08534432314931
data3_audio,HC_I1_0074.wav,-37.55233314620079
data3_audio,HC_I1_0086.wav,-33.84687477791799
data3_audio,HC_I1_0087.wav,-38.258852825065496
data3_audio,HC_I1_0075.wav,-32.24463074248134
data3_audio,HC_I1_0118.wav,-38.57162304915513
data3_audio,HC_I1_0131.wav,-13.646530480616535
data3_audio,HC_I1_0071.wav,-34.24888337539999
data3_audio,HC_I1_0116.wav,-37.95227944383314
data3_audio,HC_I1_0083.wav,-37.07906520026321
data3_audio,HC_I1_0112.wav,-40.64070248461437
data3_audio,HC_I1_0105.wav,-36.13480486182312
data3_audio,HC_I1_0085.wav,-31.566187528186084
data3_audio,HC_I1_0072.wav,-36.427420776115035
data3_audio,HC_I1_0129.wav,-21.120944610687108
data3_audio,HC_I1_0082.wav,-26.711411162508487
data3_audio,HC_I1_0065.wav,-39.09959798955316
data3_audio,HC_I1_0141.wav,-24.093487050333753
data3_audio,HC_I2_0056.wav,-31.313802132893915
data3_audio,HC_I2_0055.wav,-38.800428665860245
data3_audio,HC_I1_0139.wav,-19.79739932556386
data3_audio,HC_I2_0054.wav,-40.08750353912313
data3_audio,HC_I1_0134.wav,-29.33890094461955
data3_audio,HC_I2_0072.wav,-36.25357469847834
data3_audio,HC_I1_0144.wav,-29.662746239772304
data3_audio,HC_I2_0051.wav,-38.153634596526295
data3_audio,HC_I2_0049.wav,-10.94452668360418
data3_audio,HC_I2_0062.wav,-36.569326010831276
data3_audio,HC_I1_0140.wav,-32.614217378218825
data3_audio,HC_I2_0053.wav,-44.226630051803085
data3_audio,HC_I2_0045.wav,-43.49565167738852
data3_audio,HC_I1_0138.wav,-28.577192962190324
data3_audio,HC_I2_0034.wav,-33.885531750891104
data3_audio,HC_I1_0145.wav,-34.39845076520121
data3_audio,HC_I2_0085.wav,-33.65335437611856
data3_audio,HC_I2_0121.wav,-44.478088375893805
data3_audio,HC_I2_0082.wav,-25.297354242570755
data3_audio,HC_I2_0129.wav,-22.621163491879198
data3_audio,HC_I2_0080.wav,-30.365353303173034
data3_audio,HC_I2_0076.wav,-34.568748815778264
data3_audio,HC_I2_0120.wav,-40.00318513698549
data3_audio,HC_I2_0086.wav,-36.995244784805486
data3_audio,HC_I2_0137.wav,-29.980573958001866
data3_audio,HC_I2_0116.wav,-35.49059715756019
data3_audio,HC_I2_0087.wav,-41.68016565524018
data3_audio,HC_I2_0083.wav,-36.12900106749934
data3_audio,HC_I2_0105.wav,-37.5959325576314
data3_audio,HC_I2_0073.wav,-28.14763778953232
data3_audio,HC_I2_0118.wav,-37.807596750440496
data3_audio,HC_I2_0112.wav,-38.2448386629005
data3_audio,HC_I2_0136.wav,-36.552061737394766
data3_audio,HC_I2_0081.wav,-32.72358832152379
data3_audio,HC_O1_0053.wav,-37.83453609918567
data3_audio,HC_O1_0064.wav,-36.51061000958015
data3_audio,HC_O1_0055.wav,-38.50767874380537
data3_audio,HC_O1_0073.wav,-32.95659891019905
data3_audio,HC_O1_0054.wav,-48.307572836208955
data3_audio,HC_O1_0080.wav,-30.95605991741972
data3_audio,HC_O1_0071.wav,-34.785522995012535
data3_audio,HC_O1_0076.wav,-32.59207217801996
data3_audio,HC_O1_0056.wav,-34.8293853376643
data3_audio,HC_O1_0045.wav,-43.55937413647416
data3_audio,HC_O1_0051.wav,-35.9336816765618
data3_audio,HC_O1_0074.wav,-38.31503043222761
data3_audio,HC_O1_0081.wav,-38.13641868131694
data3_audio,HC_O1_0052.wav,-36.44279306057428
data3_audio,HC_O1_0065.wav,-39.81024088325503
data3_audio,HC_O1_0063.wav,-36.73781308414607
data3_audio,HC_O1_0049.wav,-35.56170598741142
data3_audio,HC_O1_0062.wav,-39.45124065524041
data3_audio,HC_O1_0061.wav,-28.50804608826997
data3_audio,HC_O1_0060.wav,-30.91253069801846
data3_audio,HC_O1_0048.wav,-30.892272759953606
data3_audio,HC_O1_0072.wav,-29.882088760413655
data3_audio,HC_O1_0075.wav,-27.498468795846975
data3_audio,HC_O1_0112.wav,-41.04977725989237
data3_audio,HC_O1_0120.wav,-42.854289040558456
data3_audio,HC_O1_0141.wav,-25.886915621591278
data3_audio,HC_O1_0145.wav,-33.08692148851655
data3_audio,HC_O1_0118.wav,-36.31314017682925
data3_audio,HC_O1_0105.wav,-35.848679539475995
data3_audio,HC_O1_0082.wav,-31.270438289950466
data3_audio,HC_O1_0129.wav,-22.16549624674291
data3_audio,HC_O1_0116.wav,-37.953525617418016
data3_audio,HC_O1_0085.wav,-28.171049607228554
data3_audio,HC_O1_0087.wav,-40.348616635391615
data3_audio,HC_O1_0083.wav,-40.36041663632443
data3_audio,HC_O1_0140.wav,-27.47557684440903
data3_audio,HC_O1_0139.wav,-20.88952044475776
data3_audio,HC_O1_0121.wav,-43.99365750411166
data3_audio,HC_O1_0134.wav,-25.579655271651813
data3_audio,HC_O1_0086.wav,-35.88755957969962
data3_audio,HC_O1_0135.wav,-31.42438174269548
data3_audio,HC_O1_0143.wav,-34.10103367605418
data3_audio,HC_O1_0138.wav,-28.175115847028383
data3_audio,HC_O2_0087.wav,-41.82699469250201
data3_audio,HC_O2_0065.wav,-37.01947593299036
data3_audio,HC_O2_0055.wav,-37.79003141664681
data3_audio,HC_O2_0081.wav,-34.888423864641986
data3_audio,HC_O2_0064.wav,-34.64782227712686
data3_audio,HC_O2_0082.wav,-29.01397684859675
data3_audio,HC_O2_0045.wav,-46.97083750073188
data3_audio,HC_O2_0074.wav,-36.5995103968363
data3_audio,HC_O2_0072.wav,-29.013103546487603
data3_audio,HC_O2_0056.wav,-35.03333579398765
data3_audio,HC_O2_0086.wav,-36.244329407890014
data3_audio,HC_O2_0051.wav,-35.8488573996796
data3_audio,HC_O2_0048.wav,-46.81898307966141
data3_audio,HC_O2_0073.wav,-32.72408952376153
data3_audio,HC_O2_0075.wav,-30.333594776148033
data3_audio,HC_O2_0049.wav,-35.965961116607915
data3_audio,HC_O1_0144.wav,-31.561419269397348
data3_audio,HC_O2_0080.wav,-30.517469497092232
data3_audio,HC_O2_0054.wav,-40.85928542298225
data3_audio,HC_O2_0062.wav,-36.19408517000924
data3_audio,HC_O2_0053.wav,-42.77017849261747
data3_audio,HC_O2_0112.wav,-41.088033635711916
data3_audio,HC_O2_0061.wav,-27.786855974937577
data3_audio,HC_O2_0085.wav,-28.94369156730414
data3_audio,HC_O2_0071.wav,-33.722483867992615
data3_audio,HC_O2_0076.wav,-29.963389010563468
data3_audio,HC_O2_0083.wav,-36.79877832140095
data3_audio,HC_O2_0060.wav,-28.16062838325508
data3_audio,HC_O2_0122.wav,-34.38718975620719
data3_audio,HC_O2_0118.wav,-37.62713994049702
data3_audio,HC_O2_0143.wav,-29.17766369939893
data3_audio,HC_O2_0128.wav,-27.79797896230679
data3_audio,HC_O2_0121.wav,-44.767319966264125
data3_audio,HC_O2_0105.wav,-34.98687893755456
data3_audio,HC_O2_0136.wav,-33.21675598467858
data3_audio,HC_O2_0129.wav,-19.91394970263466
data3_audio,HC_O2_0116.wav,-35.16125530921714
data3_audio,HC_O2_0137.wav,-27.229260610887156
data3_audio,HC_O2_0120.wav,-39.03563110823599
data3_audio,HC_O3_0105.wav,-35.890584207402526
data3_audio,HC_O3_0034.wav,-35.43257290528673
data3_audio,HC_U1_0049.wav,-37.23064361886762
data3_audio,HC_U1_0045.wav,-43.643623234923815
data3_audio,HC_U1_0052.wav,-35.99525384527365
data3_audio,HC_U1_0048.wav,-31.73619921029528
data3_audio,HC_U1_0053.wav,-47.422309780957626
data3_audio,HC_U1_0082.wav,-29.916434385650415
data3_audio,HC_U1_0056.wav,-34.91926123571871
data3_audio,HC_U1_0072.wav,-34.6231450745419
data3_audio,HC_U1_0073.wav,-33.55874739456079
data3_audio,HC_U1_0076.wav,-31.877298077422374
data3_audio,HC_U1_0071.wav,-35.112108131115235
data3_audio,HC_U1_0085.wav,-29.668694436068158
data3_audio,HC_U1_0054.wav,-37.92159294275218
data3_audio,HC_U1_0065.wav,-38.50962581135562
data3_audio,HC_U1_0060.wav,-29.886812785633367
data3_audio,HC_U1_0083.wav,-43.755739023683205
data3_audio,HC_U1_0080.wav,-32.56598453813077
data3_audio,HC_U1_0074.wav,-37.3412640889627
data3_audio,HC_U1_0063.wav,-36.47621448299408
data3_audio,HC_U1_0062.wav,-40.112832320517455
data3_audio,HC_U1_0055.wav,-38.13500606163707
data3_audio,HC_U1_0081.wav,-37.86297438467744
data3_audio,HC_U1_0064.wav,-36.46669259652658
data3_audio,HC_U1_0061.wav,-31.2488838557648
data3_audio,HC_U1_0075.wav,-32.68664103159933
data3_audio,HC_U1_0131.wav,-22.18141345074679
data3_audio,HC_U1_0122.wav,-34.63545480989251
data3_audio,HC_U1_0134.wav,-28.5712988376924
data3_audio,HC_U1_0086.wav,-36.23199630242074
data3_audio,HC_U1_0120.wav,-41.8550091301568
data3_audio,HC_U1_0121.wav,-43.96594342392575
data3_audio,HC_U1_0136.wav,-27.896083306013065
data3_audio,HC_U1_0087.wav,-41.430876969472095
data3_audio,HC_U1_0116.wav,-34.0097539882603
data3_audio,HC_U1_0135.wav,-32.925418257592995
data3_audio,HC_U1_0118.wav,-37.801628534930714
data3_audio,HC_U1_0105.wav,-38.897391847246375
data3_audio,HC_U2_0105.wav,-36.65511336518229
data3_audio,HC_U2_0135.wav,-42.205957588063974
data3_audio,HC_U2_0116.wav,-38.19502584798194
data3_audio,HC_U1_0141.wav,-25.315855257334025
data3_audio,HC_U2_0121.wav,-41.61990509907371
data3_audio,HC_U2_0120.wav,-43.06778289206392
data3_audio,HC_U1_0138.wav,-26.42526026814015
data3_audio,HC_U2_0133.wav,-32.51139143662339
data3_audio,HC_U1_0145.wav,-35.99577373717008
data3_audio,HC_U2_0137.wav,-26.768815697878356
data3_audio,HC_U2_0136.wav,-33.05507704713788
data3_audio,HC_U1_0144.wav,-33.69085124619365
data3_audio,HC_U1_0140.wav,-28.150874972336453
data3_audio,HC_U2_0142.wav,-27.263935810147895
data3_audio,HC_U2_0118.wav,-37.22023019996776
data3_audio,HC_U2_0112.wav,-41.70776028684232
data3_audio,HC_U1_0139.wav,-25.009708361259232
data3_audio,HC_U2_0129.wav,-18.394181960594906
data3_audio,PD_A1_0015.wav,-30.07865305146045
data3_audio,PD_A1_0032.wav,-29.907068927475546
data3_audio,PD_A1_0039.wav,-24.23996213866396
data3_audio,PD_A1_0028.wav,-40.502883367235974
data3_audio,PD_A1_0030.wav,-39.078651253155826
data3_audio,PD_A1_0033.wav,-26.988989073946545
data3_audio,PD_A1_0017.wav,-34.44301010157607
data3_audio,PD_A1_0012.wav,-41.74095920045699
data3_audio,PD_A1_0029.wav,-44.47606544099953
data3_audio,PD_A1_0023.wav,-28.540454707235888
data3_audio,PD_A1_0018.wav,-41.229938665129225
data3_audio,PD_A1_0020.wav,-37.72455690185684
data3_audio,PD_A1_0008.wav,-32.02442006526666
data3_audio,PD_A1_0014.wav,-41.61849246474991
data3_audio,PD_A1_0010.wav,-28.824254491440964
data3_audio,PD_A1_0019.wav,-39.108443290561254
data3_audio,PD_A1_0035.wav,-34.69859983771635
data3_audio,PD_A1_0037.wav,-35.94585591728766
data3_audio,PD_A1_0040.wav,-37.822818357130124
data3_audio,PD_A1_0044.wav,-39.454185777257536
data3_audio,PD_A1_0013.wav,-34.43548872153468
data3_audio,HC_U2_0143.wav,-32.69502968673258
data3_audio,PD_A1_0047.wav,-26.670898057012703
data3_audio,PD_A1_0041.wav,-22.831844706011616
data3_audio,PD_A1_0026.wav,-22.488754126560888
data3_audio,PD_A1_0027.wav,-37.44610759120211
data3_audio,PD_A1_0007.wav,-28.947274618598684
data3_audio,PD_A1_0038.wav,-35.64537924955186
data3_audio,PD_A1_0025.wav,-44.233512117047006
data3_audio,PD_A1_0024.wav,-41.85806666309148
data3_audio,PD_A1_0043.wav,-36.2588108945522
data3_audio,PD_A1_0011.wav,-34.67195985635911
data3_audio,PD_A1_0022.wav,-32.23373961810269
data3_audio,PD_A1_0006.wav,-34.074032002399115
data3_audio,PD_A2_0014.wav,-41.925301447690046
data3_audio,PD_A2_0015.wav,-33.700794492866606
data3_audio,PD_A1_0078.wav,-52.56554125961694
data3_audio,PD_A1_0079.wav,-30.858853111887463
data3_audio,PD_A1_0046.wav,-27.907999052558495
data3_audio,PD_A2_0026.wav,-26.96211959996517
data3_audio,PD_A1_0115.wav,-29.09584134626851
data3_audio,PD_A2_0011.wav,-31.23295936241024
data3_audio,PD_A2_0018.wav,-42.3694278689017
data3_audio,PD_A2_0028.wav,-40.43985968155646
data3_audio,PD_A2_0025.wav,-39.082062529663474
data3_audio,PD_A2_0017.wav,-34.89808431647853
data3_audio,PD_A2_0029.wav,-43.13162308296534
data3_audio,PD_A1_0113.wav,-42.61684784697238
data3_audio,PD_A2_0035.wav,-37.11562317804871
data3_audio,PD_A2_0023.wav,-29.08149606554218
data3_audio,PD_A2_0027.wav,-36.99523452808905
data3_audio,PD_A2_0010.wav,-27.784490342486478
data3_audio,PD_A2_0008.wav,-30.738016138581948
data3_audio,PD_A1_0077.wav,-40.70378522596998
data3_audio,PD_A2_0037.wav,-37.962411461136746
data3_audio,PD_A2_0021.wav,-50.7337466066474
data3_audio,PD_A1_0067.wav,-43.057923455857605
data3_audio,PD_A2_0032.wav,-29.612762382072372
data3_audio,PD_A2_0022.wav,-33.140798688290225
data3_audio,PD_A2_0031.wav,-39.730845963916494
data3_audio,PD_A2_0030.wav,-39.96509373367916
data3_audio,PD_A1_0070.wav,-33.17650102503793
data3_audio,PD_A2_0024.wav,-43.69641504191483
data3_audio,PD_A2_0033.wav,-29.784125260568622
data3_audio,PD_A2_0038.wav,-34.10988259100645
data3_audio,PD_A2_0006.wav,-32.57127464451169
data3_audio,PD_A2_0012.wav,-39.68868839743506
data3_audio,PD_A2_0039.wav,-26.038792564854816
data3_audio,PD_A1_0111.wav,-40.188821886556795
data3_audio,PD_A2_0019.wav,-38.93622220594399
data3_audio,PD_A1_0117.wav,-37.472418116181636
data3_audio,PD_A1_0066.wav,-35.05757786115936
data3_audio,PD_A2_0007.wav,-27.319126579644216
data3_audio,PD_A2_0020.wav,-38.89878930233317
data3_audio,PD_A2_0047.wav,-22.5510748644767
data3_audio,PD_A3_0006.wav,-33.2251083068278
data3_audio,PD_A2_0058.wav,-18.672163091568155
data3_audio,PD_A2_0079.wav,-32.315805675375195
data3_audio,PD_A3_0012.wav,-40.90329284531026
data3_audio,PD_A2_0042.wav,-33.853240220841876
data3_audio,PD_A2_0066.wav,-37.68115718517417
data3_audio,PD_A2_0041.wav,-17.8370995925531
data3_audio,PD_A2_0070.wav,-34.307561802355856
data3_audio,PD_A2_0043.wav,-38.790793306193414
data3_audio,PD_A2_0067.wav,-44.879298153492854
data3_audio,PD_A2_0111.wav,-39.92487914436731
data3_audio,PD_A3_0004.wav,-32.45093078914324
data3_audio,PD_A2_0078.wav,-48.97558178493364
data3_audio,PD_A2_0077.wav,-33.699064333184815
data3_audio,PD_A2_0044.wav,-38.77808392945201
data3_audio,PD_A2_0046.wav,-26.122694736006256
data3_audio,PD_A3_0008.wav,-28.982069969022486
data3_audio,PD_A3_0011.wav,-25.254508449837733
data3_audio,PD_A2_0113.wav,-35.45681968618848
data3_audio,PD_A3_0018.wav,-42.25741677649401
data3_audio,PD_A3_0017.wav,-35.72142022091781
data3_audio,PD_A3_0015.wav,-34.3019387338757
data3_audio,PD_A3_0026.wav,-25.508579379042512
data3_audio,PD_A3_0029.wav,-42.85615983655786
data3_audio,PD_A3_0019.wav,-38.617446061827025
data3_audio,PD_A3_0020.wav,-39.402123546234826
data3_audio,PD_A3_0014.wav,-41.66181350280537
data3_audio,PD_A3_0013.wav,-32.64047578535295
data3_audio,PD_A3_0021.wav,-39.51620435936358
data3_audio,PD_A3_0022.wav,-32.423227000601116
data3_audio,PD_A3_0027.wav,-37.685847378493115
data3_audio,PD_A3_0025.wav,-38.91522545019845
data3_audio,PD_A3_0023.wav,-24.013674594949162
data3_audio,PD_A3_0030.wav,-35.71352101891067
data3_audio,PD_A3_0028.wav,-41.459066047031364
data3_audio,PD_A3_0024.wav,-41.781820860162924
data3_audio,PD_A3_0031.wav,-42.45326357480596
data3_audio,PD_A3_0032.wav,-30.080132263602575
data3_audio,PD_E1_0022.wav,-29.022130918496188
data3_audio,PD_E1_0023.wav,-39.16521784035482
data3_audio,PD_E1_0015.wav,-32.507930348158595
data3_audio,PD_E1_0027.wav,-38.111191065163254
data3_audio,PD_E1_0012.wav,-39.377842669528114
data3_audio,PD_E1_0007.wav,-25.80093460283614
data3_audio,PD_E1_0025.wav,-39.65430500886003
data3_audio,PD_E1_0009.wav,-26.105862997039793
data3_audio,PD_E1_0019.wav,-38.95494608872045
data3_audio,PD_E1_0011.wav,-23.923681011281975
